Case;VehCat;Year;TrafficScenario;Component;RoadCat;TrafficSit;Gradient;IDSubsegment;Subsegment;Technology;SizeClasse;EmConcept;KM;%OfSubsegment;V;V_0%;V_100%;EFA;EFA_0%;EFA_100%;V_weighted;V_weighted_0%;V_weighted_100%;EFA_weighted;EFA_weighted_0%;EFA_weighted_100%;AmbientCondPattern;EFA_WTT;EFA_WTT_0%;EFA_WTT_100%;EFA_WTW;EFA_WTW_0%;EFA_WTW_100%;EFA_WTW_100%
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423430;RT >14-20t Euro-III;diesel;RT >14-20t;HGV D Euro-III;659932.5;0.001426681;1226782417;1231162453;1222124958;4008446217;3808884382;4256489754;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423510;RT >20-26t Euro-I;diesel;RT >20-26t;HGV D Euro-I;1281293;5.47E-05;1222057247;1232159996;1211082268;614620018;5399373055;6912425518;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423530;RT >20-26t Euro-III;diesel;RT >20-26t;HGV D Euro-III;1103041.25;0.001076686;1231480885;1237195396;1225042534;5715621471;5212129116;6188873291;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423610;RT >26-28t Euro-I;diesel;RT >26-28t;HGV D Euro-I;1136962375;2.33E-06;1221286678;1232230473;1209619141;6494480133;5723263264;7294888973;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423630;RT >26-28t Euro-III;diesel;RT >26-28t;HGV D Euro-III;955644.25;6.03E-05;1230580711;1235531616;1222965908;6149405479;5584481239;6710353851;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423710;RT >28-32t Euro-I;diesel;RT >28-32t;HGV D Euro-I;9900909375;3.23E-05;1221949863;1234231663;1211730194;7342719078;6282362461;8404344559;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423730;RT >28-32t Euro-III;diesel;RT >28-32t;HGV D Euro-III;851132.75;0.000873261;1228621483;1235507679;1221366596;6651491642;5907887459;7357207298;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423810;RT >32t Euro-I;diesel;RT >32t;HGV D Euro-I;929472625;4.30E-05;1221642113;1235109329;1208870697;7752354145;6563135624;8918926239;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1423830;RT >32t Euro-III;diesel;RT >32t;HGV D Euro-III;7904194375;0.000696347;1229073715;1235503674;1222607231;7029972076;616763401;7869035721;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1425110;TT/AT >20-28t Euro-I;diesel;TT/AT >20-28t;HGV D Euro-I;6467338125;0.000163136;1232646942;123637104;1228145313;5789453983;5358930111;6267982483;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1425130;TT/AT >20-28t Euro-III;diesel;TT/AT >20-28t;HGV D Euro-III;5940061875;0.003172648;123466568;1237195396;1231275749;5739448547;5448274136;6004669189;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1425210;TT/AT >28-34t Euro-I;diesel;TT/AT >28-34t;HGV D Euro-I;5422604375;1.36E-05;1222112179;1233055687;1211373329;6685118198;5743261814;7564723492;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1425230;TT/AT >28-34t Euro-III;diesel;TT/AT >28-34t;HGV D Euro-III;4977539688;0.000231288;1227175426;123551054;121589632;6363806725;5794753075;6985321045;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1425310;TT/AT >34-40t Euro-I;diesel;TT/AT >34-40t;HGV D Euro-I;1579901125;8.32E-05;122173357;123309412;1218170357;7467654705;619862318;8740873337;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;CO;Urban;URB/Local/50/St+Go;0;1425330;TT/AT >34-40t Euro-III;diesel;TT/AT >34-40t;HGV D Euro-III;1447086.75;0.004030999;122752533;1237187386;1217329884;7062550545;6150642395;801364994;1230854416;1237026978;1223582363;1383059025;1224091887;1531225443;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423110;RT <=7.5t Euro-I;diesel;RT ≤7.5t;HGV D Euro-I;790268;0.001992239;3818581009;3818581009;3818581009;3350929499;3125327826;3583615065;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423130;RT <=7.5t Euro-III;diesel;RT ≤7.5t;HGV D Euro-III;6860098125;0.016024211;3818581009;3818581009;3818581009;2830123425;2667870522;29969666;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423210;RT >7.5-12t Euro-I;diesel;RT >7.5-12t;HGV D Euro-I;1007905438;0.000396565;3818097687;3818581009;3817131805;4210562706;3668553114;4774529934;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423230;RT >7.5-12t Euro-III;diesel;RT >7.5-12t;HGV D Euro-III;8709678125;0.003007169;3818574524;3818581009;3818561935;3629936218;3256779671;4010360241;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423310;RT >12-14t Euro-I;diesel;RT >12-14t;HGV D Euro-I;3946534063;7.00E-05;3810468674;3818581009;379736824;4706416607;4010812283;54252038;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423330;RT >12-14t Euro-III;diesel;RT >12-14t;HGV D Euro-III;3448577188;0.000289917;3818060303;3818581009;3817019653;3997524023;352563715;4490006924;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423410;RT >14-20t Euro-I;diesel;RT >14-20t;HGV D Euro-I;7660401875;0.000115294;3808395386;381848526;3796131516;5546982288;4562114716;6536779881;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423430;RT >14-20t Euro-III;diesel;RT >14-20t;HGV D Euro-III;659932.5;0.001426681;3813716507;3818577194;380408783;4712047577;4033422947;5399168491;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423510;RT >20-26t Euro-I;diesel;RT >20-26t;HGV D Euro-I;1281293;5.47E-05;3817467117;3818581009;3815283585;7892127991;6357727051;9467336655;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423530;RT >20-26t Euro-III;diesel;RT >20-26t;HGV D Euro-III;1103041.25;0.001076686;3818114853;3818581009;3817183304;6847408772;5763120174;7951234818;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423610;RT >26-28t Euro-I;diesel;RT >26-28t;HGV D Euro-I;1136962375;2.33E-06;3813260269;3818571854;3810723495;8241884232;6525630951;9977653503;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423630;RT >26-28t Euro-III;diesel;RT >26-28t;HGV D Euro-III;955644.25;6.03E-05;3817493057;3818581009;3815318298;7363592625;6092076778;8661830902;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423710;RT >28-32t Euro-I;diesel;RT >28-32t;HGV D Euro-I;9900909375;3.23E-05;3814865494;3818579483;3812159729;9390749931;7207988262;1160156059;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423730;RT >28-32t Euro-III;diesel;RT >28-32t;HGV D Euro-III;851132.75;0.000873261;3815367126;3818581009;3808944321;8168491364;6542616844;9830875397;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423810;RT >32t Euro-I;diesel;RT >32t;HGV D Euro-I;929472625;4.30E-05;3815382767;3818579483;3815419388;1009155941;7588524818;126225996;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1423830;RT >32t Euro-III;diesel;RT >32t;HGV D Euro-III;7904194375;0.000696347;381552124;3818581009;3809408569;874273777;6869231224;1065335369;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1425110;TT/AT >20-28t Euro-I;diesel;TT/AT >20-28t;HGV D Euro-I;6467338125;0.000163136;3818534851;3818581009;3818458176;6457487583;5519498348;7424897671;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1425130;TT/AT >20-28t Euro-III;diesel;TT/AT >20-28t;HGV D Euro-III;5940061875;0.003172648;3818581009;3818581009;3818581009;604908514;541126585;6716361046;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1425210;TT/AT >28-34t Euro-I;diesel;TT/AT >28-34t;HGV D Euro-I;5422604375;1.36E-05;3813226318;3818563461;3805693436;8518713951;6467428207;1058762646;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1425230;TT/AT >28-34t Euro-III;diesel;TT/AT >28-34t;HGV D Euro-III;4977539688;0.000231288;3816505051;3818581009;3813729477;7578934669;6078935623;9104037285;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1425310;TT/AT >34-40t Euro-I;diesel;TT/AT >34-40t;HGV D Euro-I;1579901125;8.32E-05;3813783264;3818572617;3807258606;1001134586;7292765141;1275346565;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/Freeflow;0;1425330;TT/AT >34-40t Euro-III;diesel;TT/AT >34-40t;HGV D Euro-III;1447086.75;0.004030999;3814850998;3818581009;3807407761;869950676;6732568264;1070513153;3816640472;3818578339;3813743973;229156208;2659352541;2110444546;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423110;RT <=7.5t Euro-I;diesel;RT ≤7.5t;HGV D Euro-I;790268;0.001992239;1236620617;1237195396;123548317;7149848938;6640577316;7675777912;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423130;RT <=7.5t Euro-III;diesel;RT ≤7.5t;HGV D Euro-III;6860098125;0.016024211;1235961056;1237185574;1234478378;6754115582;6295592308;7227485657;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423210;RT >7.5-12t Euro-I;diesel;RT >7.5-12t;HGV D Euro-I;1007905438;0.000396565;1231116295;1236195564;1226998615;8842626572;7402217388;102703371;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423230;RT >7.5-12t Euro-III;diesel;RT >7.5-12t;HGV D Euro-III;8709678125;0.003007169;1233217525;1237195396;122903595;8356912613;7258430004;9502378464;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423310;RT >12-14t Euro-I;diesel;RT >12-14t;HGV D Euro-I;3946534063;7.00E-05;1226713085;123128376;1222812843;1024960041;8534085274;1198021317;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423330;RT >12-14t Euro-III;diesel;RT >12-14t;HGV D Euro-III;3448577188;0.000289917;1229418373;1236174297;121998415;9791071892;8370923996;1122119045;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423410;RT >14-20t Euro-I;diesel;RT >14-20t;HGV D Euro-I;7660401875;0.000115294;1217180634;1223037338;121204071;1308070183;108295126;1526399899;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423430;RT >14-20t Euro-III;diesel;RT >14-20t;HGV D Euro-III;659932.5;0.001426681;1226782417;1231162453;1222124958;1150716019;9782586098;1323555088;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423510;RT >20-26t Euro-I;diesel;RT >20-26t;HGV D Euro-I;1281293;5.47E-05;1222057247;1232159996;1211082268;1766426849;1415451336;2129640007;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423530;RT >20-26t Euro-III;diesel;RT >20-26t;HGV D Euro-III;1103041.25;0.001076686;1231480885;1237195396;1225042534;1567431068;1293334103;1840056992;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423610;RT >26-28t Euro-I;diesel;RT >26-28t;HGV D Euro-I;1136962375;2.33E-06;1221286678;1232230473;1209619141;1830406952;144060812;2216597557;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423630;RT >26-28t Euro-III;diesel;RT >26-28t;HGV D Euro-III;955644.25;6.03E-05;1230580711;1235531616;1222965908;1656510353;1351186943;1967150497;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423710;RT >28-32t Euro-I;diesel;RT >28-32t;HGV D Euro-I;9900909375;3.23E-05;1221949863;1234231663;1211730194;2086323547;1598108196;2568024826;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423730;RT >28-32t Euro-III;diesel;RT >28-32t;HGV D Euro-III;851132.75;0.000873261;1228621483;1235507679;1221366596;1844213104;1451440525;2240036583;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423810;RT >32t Euro-I;diesel;RT >32t;HGV D Euro-I;929472625;4.30E-05;1221642113;1235109329;1208870697;225317173;1686969566;2818134689;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1423830;RT >32t Euro-III;diesel;RT >32t;HGV D Euro-III;7904194375;0.000696347;1229073715;1235503674;1222607231;1976364899;1527473831;2426301765;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1425110;TT/AT >20-28t Euro-I;diesel;TT/AT >20-28t;HGV D Euro-I;6467338125;0.000163136;1232646942;123637104;1228145313;1430551529;1203826904;1659409523;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1425130;TT/AT >20-28t Euro-III;diesel;TT/AT >20-28t;HGV D Euro-III;5940061875;0.003172648;123466568;1237195396;1231275749;1331835365;1161790562;1506178379;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1425210;TT/AT >28-34t Euro-I;diesel;TT/AT >28-34t;HGV D Euro-I;5422604375;1.36E-05;1222112179;1233055687;1211373329;1911112404;1444992352;2368552017;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1425230;TT/AT >28-34t Euro-III;diesel;TT/AT >28-34t;HGV D Euro-III;4977539688;0.000231288;1227175426;123551054;121589632;1733046341;1346993065;2126675224;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1425310;TT/AT >34-40t Euro-I;diesel;TT/AT >34-40t;HGV D Euro-I;1579901125;8.32E-05;122173357;123309412;1218170357;2253096771;1637189865;2855986404;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
2020_detailed_URBLocal50[4.1];HGV;2020;REF D HB41;NOx;Urban;URB/Local/50/St+Go;0;1425330;TT/AT >34-40t Euro-III;diesel;TT/AT >34-40t;HGV D Euro-III;1447086.75;0.004030999;122752533;1237187386;1217329884;2009911537;1513295841;2510298538;1230854416;1237026978;1223582363;6721096516;5894152164;7467396259;;;;;;;;
